gguf_tensor_name,rank,dimensions,parameter_count,type_id,type_name,block_size,bytes_per_block,nominal_bits_per_parameter,relative_offset,absolute_offset,packed_bytes,padding_after_bytes,payload_end_absolute,canonical_tensor_names,canonical_mapping_status,canonical_component,canonical_layer_id,initial_text_scope,packed_family,mapping_rule,evidence_ids
blk.32.ffn_down_shexp.weight,2,640x2560,1638400,8,Q8_0,32,34,8.5,84936355840,84947380160,1740800,0,84949120960,model.language_model.layers.32.mlp.shared_expert.down_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,32,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.ffn_gate_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,84938096640,84949120960,471859200,0,85420980160,model.language_model.layers.32.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,32,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.32.ffn_gate_inp.weight,2,2560x512,1310720,0,F32,1,4,32.0,85409955840,85420980160,5242880,0,85426223040,model.language_model.layers.32.mlp.gate.weight,RENAMED_ONE_TO_ONE,router,32,REQUIRED_INITIAL_TEXT,router,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.ffn_gate_inp_shexp.weight,1,2560,2560,0,F32,1,4,32.0,85415198720,85426223040,10240,0,85426233280,model.language_model.layers.32.mlp.shared_expert_gate.weight,RENAMED_ONE_TO_ONE,shared_expert,32,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.ffn_gate_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,85415208960,85426233280,1740800,0,85427974080,model.language_model.layers.32.mlp.shared_expert.gate_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,32,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.ffn_up_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,85416949760,85427974080,471859200,0,85899833280,model.language_model.layers.32.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,32,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.32.ffn_up_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,85888808960,85899833280,1740800,0,85901574080,model.language_model.layers.32.mlp.shared_expert.up_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,32,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_attn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,85890549760,85901574080,3481600,0,85905055680,model.language_model.layers.32.attn_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_attn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,85894031360,85905055680,163840,0,85905219520,model.language_model.layers.32.attn_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_attn_norm.weight,1,10240,10240,0,F32,1,4,32.0,85894195200,85905219520,40960,0,85905260480,model.language_model.layers.32.attn_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_attn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,85894236160,85905260480,3481600,0,85908742080,model.language_model.layers.32.attn_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_ffn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,85897717760,85908742080,3481600,0,85912223680,model.language_model.layers.32.mlp_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_ffn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,85901199360,85912223680,163840,0,85912387520,model.language_model.layers.32.mlp_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_ffn_norm.weight,1,10240,10240,0,F32,1,4,32.0,85901363200,85912387520,40960,0,85912428480,model.language_model.layers.32.mlp_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.hc_ffn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,85901404160,85912428480,3481600,0,85915910080,model.language_model.layers.32.mlp_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,32,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.ssm_a,1,48,48,0,F32,1,4,32.0,85904885760,85915910080,192,0,85915910272,model.language_model.layers.32.linear_attn.A_log,TRANSFORMED_LAYOUT,gdn,32,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.32.ssm_alpha.weight,2,2560x48,122880,0,F32,1,4,32.0,85904885952,85915910272,491520,0,85916401792,model.language_model.layers.32.linear_attn.in_proj_a.weight,TRANSFORMED_LAYOUT,gdn,32,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.32.ssm_beta.weight,2,2560x48,122880,0,F32,1,4,32.0,85905377472,85916401792,491520,0,85916893312,model.language_model.layers.32.linear_attn.in_proj_b.weight,TRANSFORMED_LAYOUT,gdn,32,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.32.ssm_conv1d.weight,2,4x10240,40960,0,F32,1,4,32.0,85905868992,85916893312,163840,0,85917057152,model.language_model.layers.32.linear_attn.conv1d.weight,TRANSFORMED_LAYOUT,gdn,32,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.32.ssm_dt.bias,1,48,48,0,F32,1,4,32.0,85906032832,85917057152,192,0,85917057344,model.language_model.layers.32.linear_attn.dt_bias,RENAMED_ONE_TO_ONE,gdn,32,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.ssm_norm.weight,1,128,128,0,F32,1,4,32.0,85906033024,85917057344,512,0,85917057856,model.language_model.layers.32.linear_attn.norm.weight,RENAMED_ONE_TO_ONE,gdn,32,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.32.ssm_out.weight,2,6144x2560,15728640,8,Q8_0,32,34,8.5,85906033536,85917057856,16711680,0,85933769536,model.language_model.layers.32.linear_attn.out_proj.weight,TRANSFORMED_LAYOUT,gdn,32,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.33.attn_gate.weight,2,2560x6144,15728640,8,Q8_0,32,34,8.5,85922745216,85933769536,16711680,0,85950481216,model.language_model.layers.33.linear_attn.in_proj_z.weight,TRANSFORMED_LAYOUT,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.33.attn_qkv.weight,2,2560x10240,26214400,8,Q8_0,32,34,8.5,85939456896,85950481216,27852800,0,85978334016,model.language_model.layers.33.linear_attn.in_proj_qkv.weight,TRANSFORMED_LAYOUT,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.33.ffn_down_exps.weight,3,640x2560x512,838860800,7,Q5_1,32,24,6.0,85967309696,85978334016,629145600,0,86607479616,model.language_model.layers.33.mlp.experts.down_proj,RENAMED_ONE_TO_ONE,routed_experts,33,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ffn_down_shexp.weight,2,640x2560,1638400,8,Q8_0,32,34,8.5,86596455296,86607479616,1740800,0,86609220416,model.language_model.layers.33.mlp.shared_expert.down_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,33,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ffn_gate_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,86598196096,86609220416,471859200,0,87081079616,model.language_model.layers.33.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,33,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.33.ffn_gate_inp.weight,2,2560x512,1310720,0,F32,1,4,32.0,87070055296,87081079616,5242880,0,87086322496,model.language_model.layers.33.mlp.gate.weight,RENAMED_ONE_TO_ONE,router,33,REQUIRED_INITIAL_TEXT,router,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ffn_gate_inp_shexp.weight,1,2560,2560,0,F32,1,4,32.0,87075298176,87086322496,10240,0,87086332736,model.language_model.layers.33.mlp.shared_expert_gate.weight,RENAMED_ONE_TO_ONE,shared_expert,33,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ffn_gate_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,87075308416,87086332736,1740800,0,87088073536,model.language_model.layers.33.mlp.shared_expert.gate_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,33,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ffn_up_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,87077049216,87088073536,471859200,0,87559932736,model.language_model.layers.33.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,33,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.33.ffn_up_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,87548908416,87559932736,1740800,0,87561673536,model.language_model.layers.33.mlp.shared_expert.up_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,33,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_attn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,87550649216,87561673536,3481600,0,87565155136,model.language_model.layers.33.attn_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_attn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,87554130816,87565155136,163840,0,87565318976,model.language_model.layers.33.attn_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_attn_norm.weight,1,10240,10240,0,F32,1,4,32.0,87554294656,87565318976,40960,0,87565359936,model.language_model.layers.33.attn_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_attn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,87554335616,87565359936,3481600,0,87568841536,model.language_model.layers.33.attn_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_ffn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,87557817216,87568841536,3481600,0,87572323136,model.language_model.layers.33.mlp_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_ffn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,87561298816,87572323136,163840,0,87572486976,model.language_model.layers.33.mlp_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_ffn_norm.weight,1,10240,10240,0,F32,1,4,32.0,87561462656,87572486976,40960,0,87572527936,model.language_model.layers.33.mlp_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.hc_ffn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,87561503616,87572527936,3481600,0,87576009536,model.language_model.layers.33.mlp_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,33,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ssm_a,1,48,48,0,F32,1,4,32.0,87564985216,87576009536,192,0,87576009728,model.language_model.layers.33.linear_attn.A_log,TRANSFORMED_LAYOUT,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.33.ssm_alpha.weight,2,2560x48,122880,0,F32,1,4,32.0,87564985408,87576009728,491520,0,87576501248,model.language_model.layers.33.linear_attn.in_proj_a.weight,TRANSFORMED_LAYOUT,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.33.ssm_beta.weight,2,2560x48,122880,0,F32,1,4,32.0,87565476928,87576501248,491520,0,87576992768,model.language_model.layers.33.linear_attn.in_proj_b.weight,TRANSFORMED_LAYOUT,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.33.ssm_conv1d.weight,2,4x10240,40960,0,F32,1,4,32.0,87565968448,87576992768,163840,0,87577156608,model.language_model.layers.33.linear_attn.conv1d.weight,TRANSFORMED_LAYOUT,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.33.ssm_dt.bias,1,48,48,0,F32,1,4,32.0,87566132288,87577156608,192,0,87577156800,model.language_model.layers.33.linear_attn.dt_bias,RENAMED_ONE_TO_ONE,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ssm_norm.weight,1,128,128,0,F32,1,4,32.0,87566132480,87577156800,512,0,87577157312,model.language_model.layers.33.linear_attn.norm.weight,RENAMED_ONE_TO_ONE,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.33.ssm_out.weight,2,6144x2560,15728640,8,Q8_0,32,34,8.5,87566132992,87577157312,16711680,0,87593868992,model.language_model.layers.33.linear_attn.out_proj.weight,TRANSFORMED_LAYOUT,gdn,33,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.34.attn_gate.weight,2,2560x6144,15728640,8,Q8_0,32,34,8.5,87582844672,87593868992,16711680,0,87610580672,model.language_model.layers.34.linear_attn.in_proj_z.weight,TRANSFORMED_LAYOUT,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.34.attn_qkv.weight,2,2560x10240,26214400,8,Q8_0,32,34,8.5,87599556352,87610580672,27852800,0,87638433472,model.language_model.layers.34.linear_attn.in_proj_qkv.weight,TRANSFORMED_LAYOUT,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.34.ffn_down_exps.weight,3,640x2560x512,838860800,7,Q5_1,32,24,6.0,87627409152,87638433472,629145600,0,88267579072,model.language_model.layers.34.mlp.experts.down_proj,RENAMED_ONE_TO_ONE,routed_experts,34,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ffn_down_shexp.weight,2,640x2560,1638400,8,Q8_0,32,34,8.5,88256554752,88267579072,1740800,0,88269319872,model.language_model.layers.34.mlp.shared_expert.down_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,34,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ffn_gate_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,88258295552,88269319872,471859200,0,88741179072,model.language_model.layers.34.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,34,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.34.ffn_gate_inp.weight,2,2560x512,1310720,0,F32,1,4,32.0,88730154752,88741179072,5242880,0,88746421952,model.language_model.layers.34.mlp.gate.weight,RENAMED_ONE_TO_ONE,router,34,REQUIRED_INITIAL_TEXT,router,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ffn_gate_inp_shexp.weight,1,2560,2560,0,F32,1,4,32.0,88735397632,88746421952,10240,0,88746432192,model.language_model.layers.34.mlp.shared_expert_gate.weight,RENAMED_ONE_TO_ONE,shared_expert,34,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ffn_gate_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,88735407872,88746432192,1740800,0,88748172992,model.language_model.layers.34.mlp.shared_expert.gate_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,34,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ffn_up_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,88737148672,88748172992,471859200,0,89220032192,model.language_model.layers.34.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,34,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.34.ffn_up_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,89209007872,89220032192,1740800,0,89221772992,model.language_model.layers.34.mlp.shared_expert.up_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,34,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_attn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,89210748672,89221772992,3481600,0,89225254592,model.language_model.layers.34.attn_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_attn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,89214230272,89225254592,163840,0,89225418432,model.language_model.layers.34.attn_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_attn_norm.weight,1,10240,10240,0,F32,1,4,32.0,89214394112,89225418432,40960,0,89225459392,model.language_model.layers.34.attn_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_attn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,89214435072,89225459392,3481600,0,89228940992,model.language_model.layers.34.attn_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_ffn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,89217916672,89228940992,3481600,0,89232422592,model.language_model.layers.34.mlp_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_ffn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,89221398272,89232422592,163840,0,89232586432,model.language_model.layers.34.mlp_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_ffn_norm.weight,1,10240,10240,0,F32,1,4,32.0,89221562112,89232586432,40960,0,89232627392,model.language_model.layers.34.mlp_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.hc_ffn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,89221603072,89232627392,3481600,0,89236108992,model.language_model.layers.34.mlp_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,34,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ssm_a,1,48,48,0,F32,1,4,32.0,89225084672,89236108992,192,0,89236109184,model.language_model.layers.34.linear_attn.A_log,TRANSFORMED_LAYOUT,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.34.ssm_alpha.weight,2,2560x48,122880,0,F32,1,4,32.0,89225084864,89236109184,491520,0,89236600704,model.language_model.layers.34.linear_attn.in_proj_a.weight,TRANSFORMED_LAYOUT,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.34.ssm_beta.weight,2,2560x48,122880,0,F32,1,4,32.0,89225576384,89236600704,491520,0,89237092224,model.language_model.layers.34.linear_attn.in_proj_b.weight,TRANSFORMED_LAYOUT,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.34.ssm_conv1d.weight,2,4x10240,40960,0,F32,1,4,32.0,89226067904,89237092224,163840,0,89237256064,model.language_model.layers.34.linear_attn.conv1d.weight,TRANSFORMED_LAYOUT,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.34.ssm_dt.bias,1,48,48,0,F32,1,4,32.0,89226231744,89237256064,192,0,89237256256,model.language_model.layers.34.linear_attn.dt_bias,RENAMED_ONE_TO_ONE,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ssm_norm.weight,1,128,128,0,F32,1,4,32.0,89226231936,89237256256,512,0,89237256768,model.language_model.layers.34.linear_attn.norm.weight,RENAMED_ONE_TO_ONE,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.34.ssm_out.weight,2,6144x2560,15728640,8,Q8_0,32,34,8.5,89226232448,89237256768,16711680,0,89253968448,model.language_model.layers.34.linear_attn.out_proj.weight,TRANSFORMED_LAYOUT,gdn,34,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.35.attn_k.weight,2,2560x512,1310720,8,Q8_0,32,34,8.5,89242944128,89253968448,1392640,0,89255361088,model.language_model.layers.35.self_attn.k_proj.weight,RENAMED_ONE_TO_ONE,qsa_attention,35,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.35.attn_k_norm.weight,1,256,256,0,F32,1,4,32.0,89244336768,89255361088,1024,0,89255362112,model.language_model.layers.35.self_attn.k_norm.weight,RENAMED_ONE_TO_ONE,qsa_attention,35,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.35.attn_output.weight,2,6144x2560,15728640,8,Q8_0,32,34,8.5,89244337792,89255362112,16711680,0,89272073792,model.language_model.layers.35.self_attn.o_proj.weight,RENAMED_ONE_TO_ONE,qsa_attention,35,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
